"[datetime.datetime(2020, 12, 10, 15, 59, 37, 768650)]",['IDT002'],[True],[23.52]
"[datetime.datetime(2020, 12, 10, 16, 0, 49, 931715)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 985.0, 21.52, 20.69]"
"[datetime.datetime(2020, 12, 10, 16, 0, 49, 947632)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 985.0, 21.52, 20.69]"
"[datetime.datetime(2020, 12, 10, 16, 0, 49, 979772)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 985.0, 21.52, 20.69]"
"[datetime.datetime(2020, 12, 10, 16, 0, 49, 995348)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 985.0, 21.52, 20.69]"
"[datetime.datetime(2020, 12, 10, 16, 0, 50, 12014)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 1000.0, 21.52, 20.69]"
"[datetime.datetime(2020, 12, 10, 16, 0, 50, 75543)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 1000.0, 21.52, 20.69]"
"[datetime.datetime(2020, 12, 10, 16, 0, 50, 443835)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 1000.0, 21.52, 20.69]"
"[datetime.datetime(2020, 12, 10, 16, 0, 50, 459136)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 1000.0, 21.52, 20.69]"
"[datetime.datetime(2020, 12, 10, 16, 0, 50, 491350)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 1000.0, 21.52, 20.69]"
"[datetime.datetime(2020, 12, 10, 16, 0, 50, 507239)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 1000.0, 21.52, 20.69]"
"[datetime.datetime(2020, 12, 10, 16, 0, 50, 523011)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 1000.0, 21.52, 20.69]"
"[datetime.datetime(2020, 12, 10, 16, 0, 50, 538862)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 1003.0, 21.52, 20.69]"
"[datetime.datetime(2020, 12, 10, 16, 0, 50, 618736)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 1003.0, 21.52, 20.78]"
"[datetime.datetime(2020, 12, 10, 16, 0, 50, 971109)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 1003.0, 21.52, 20.78]"
"[datetime.datetime(2020, 12, 10, 16, 0, 50, 986555)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 1003.0, 21.52, 20.78]"
"[datetime.datetime(2020, 12, 10, 16, 0, 51, 2458)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 987.0, 21.52, 20.78]"
"[datetime.datetime(2020, 12, 10, 16, 0, 51, 18428)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 987.0, 21.52, 20.78]"
"[datetime.datetime(2020, 12, 10, 16, 0, 51, 146160)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 987.0, 21.52, 20.78]"
"[datetime.datetime(2020, 12, 10, 16, 0, 51, 466658)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 987.0, 21.52, 20.78]"
"[datetime.datetime(2020, 12, 10, 16, 0, 51, 498045)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 987.0, 21.52, 20.78]"
"[datetime.datetime(2020, 12, 10, 16, 0, 51, 514092)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 996.0, 21.52, 20.78]"
"[datetime.datetime(2020, 12, 10, 16, 0, 51, 545652)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 996.0, 21.52, 20.78]"
"[datetime.datetime(2020, 12, 10, 16, 0, 51, 673888)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 996.0, 21.52, 20.78]"
"[datetime.datetime(2020, 12, 10, 16, 0, 51, 994118)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 996.0, 21.52, 20.78]"
"[datetime.datetime(2020, 12, 10, 16, 0, 52, 9645)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 986.0, 21.52, 20.78]"
"[datetime.datetime(2020, 12, 10, 16, 0, 52, 41515)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 986.0, 21.52, 20.78]"
"[datetime.datetime(2020, 12, 10, 16, 0, 52, 169635)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 986.0, 21.52, 20.78]"
"[datetime.datetime(2020, 12, 10, 16, 0, 52, 504513)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 986.0, 21.52, 20.78]"
"[datetime.datetime(2020, 12, 10, 16, 0, 52, 520343)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 994.0, 21.52, 20.78]"
"[datetime.datetime(2020, 12, 10, 16, 0, 52, 536371)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 994.0, 21.61, 20.78]"
"[datetime.datetime(2020, 12, 10, 16, 0, 52, 680400)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 994.0, 21.61, 20.78]"
"[datetime.datetime(2020, 12, 10, 16, 0, 53, 16095)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 994.0, 21.61, 20.78]"
"[datetime.datetime(2020, 12, 10, 16, 0, 53, 32201)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 985.0, 21.61, 20.78]"
"[datetime.datetime(2020, 12, 10, 16, 0, 53, 64155)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 985.0, 21.61, 20.78]"
"[datetime.datetime(2020, 12, 10, 16, 0, 53, 191954)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 985.0, 21.61, 20.78]"
"[datetime.datetime(2020, 12, 10, 16, 0, 53, 528075)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 985.0, 21.61, 20.78]"
"[datetime.datetime(2020, 12, 10, 16, 0, 53, 544363)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 995.0, 21.61, 20.78]"
"[datetime.datetime(2020, 12, 10, 16, 0, 53, 591681)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 995.0, 21.61, 20.78]"
"[datetime.datetime(2020, 12, 10, 16, 0, 53, 703389)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 995.0, 21.61, 20.87]"
"[datetime.datetime(2020, 12, 10, 16, 0, 54, 40199)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, False, False, False]","[23.43, 995.0, 21.61, 20.87]"
"[datetime.datetime(2020, 12, 10, 16, 0, 54, 55604)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, False, False]","[23.43, 988.0, 21.61, 20.87]"
"[datetime.datetime(2020, 12, 10, 16, 0, 54, 118968)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, False]","[23.43, 988.0, 21.61, 20.87]"
"[datetime.datetime(2020, 12, 10, 16, 0, 54, 198937)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 988.0, 21.61, 20.87]"
"[datetime.datetime(2020, 12, 10, 16, 0, 54, 551476)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 988.0, 21.61, 20.87]"
"[datetime.datetime(2020, 12, 10, 16, 0, 54, 567266)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 995.0, 21.61, 20.87]"
"[datetime.datetime(2020, 12, 10, 16, 0, 54, 662823)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 995.0, 21.61, 20.87]"
"[datetime.datetime(2020, 12, 10, 16, 0, 54, 726483)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 995.0, 21.61, 20.87]"
"[datetime.datetime(2020, 12, 10, 16, 0, 55, 62736)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 995.0, 21.61, 20.87]"
"[datetime.datetime(2020, 12, 10, 16, 0, 55, 78863)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 1007.0, 21.61, 20.87]"
"[datetime.datetime(2020, 12, 10, 16, 0, 55, 190151)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 1007.0, 21.61, 20.87]"
"[datetime.datetime(2020, 12, 10, 16, 0, 55, 221969)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 1007.0, 21.61, 20.87]"
"[datetime.datetime(2020, 12, 10, 16, 0, 55, 558379)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 1007.0, 21.61, 20.87]"
"[datetime.datetime(2020, 12, 10, 16, 0, 55, 590682)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 988.0, 21.61, 20.87]"
"[datetime.datetime(2020, 12, 10, 16, 0, 55, 718331)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 988.0, 21.61, 20.87]"
"[datetime.datetime(2020, 12, 10, 16, 0, 55, 734050)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 988.0, 21.61, 20.87]"
"[datetime.datetime(2020, 12, 10, 16, 0, 55, 765439)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 988.0, 21.61, 20.87]"
"[datetime.datetime(2020, 12, 10, 16, 0, 55, 781399)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 988.0, 21.61, 20.87]"
"[datetime.datetime(2020, 12, 10, 16, 0, 55, 797329)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 988.0, 21.61, 20.87]"
"[datetime.datetime(2020, 12, 10, 16, 0, 55, 829334)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 988.0, 21.61, 20.87]"
"[datetime.datetime(2020, 12, 10, 16, 0, 56, 101032)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 988.0, 21.61, 20.87]"
"[datetime.datetime(2020, 12, 10, 16, 0, 56, 116799)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 1001.0, 21.61, 20.87]"
"[datetime.datetime(2020, 12, 10, 16, 0, 56, 148782)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 1001.0, 21.61, 20.87]"
"[datetime.datetime(2020, 12, 10, 16, 0, 56, 164945)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 1001.0, 21.61, 20.87]"
"[datetime.datetime(2020, 12, 10, 16, 0, 56, 180993)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 1001.0, 21.61, 20.87]"
"[datetime.datetime(2020, 12, 10, 16, 0, 56, 244505)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 1001.0, 21.61, 20.87]"
"[datetime.datetime(2020, 12, 10, 16, 0, 56, 276379)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 1001.0, 21.61, 20.87]"
"[datetime.datetime(2020, 12, 10, 16, 0, 56, 292391)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 1001.0, 21.61, 20.87]"
"[datetime.datetime(2020, 12, 10, 16, 0, 56, 324243)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 1001.0, 21.61, 20.87]"
"[datetime.datetime(2020, 12, 10, 16, 0, 56, 643901)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 1001.0, 21.61, 20.87]"
"[datetime.datetime(2020, 12, 10, 16, 0, 56, 659877)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 1003.0, 21.61, 20.87]"
"[datetime.datetime(2020, 12, 10, 16, 0, 56, 675867)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 1003.0, 21.61, 20.87]"
"[datetime.datetime(2020, 12, 10, 16, 0, 56, 771787)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 1003.0, 21.61, 20.87]"
"[datetime.datetime(2020, 12, 10, 16, 0, 56, 803801)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 1003.0, 21.61, 20.87]"
"[datetime.datetime(2020, 12, 10, 16, 0, 56, 819780)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 1003.0, 21.61, 20.87]"
"[datetime.datetime(2020, 12, 10, 16, 0, 56, 835599)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 1003.0, 21.61, 20.87]"
"[datetime.datetime(2020, 12, 10, 16, 0, 56, 851614)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 1003.0, 21.61, 20.87]"
"[datetime.datetime(2020, 12, 10, 16, 0, 57, 139533)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 985.0, 21.61, 20.87]"
"[datetime.datetime(2020, 12, 10, 16, 0, 57, 171478)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 985.0, 21.61, 20.87]"
"[datetime.datetime(2020, 12, 10, 16, 0, 57, 315363)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 985.0, 21.61, 20.87]"
"[datetime.datetime(2020, 12, 10, 16, 0, 57, 331289)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 985.0, 21.61, 20.87]"
"[datetime.datetime(2020, 12, 10, 16, 0, 57, 347263)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 985.0, 21.61, 20.87]"
"[datetime.datetime(2020, 12, 10, 16, 0, 57, 651073)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 998.0, 21.61, 20.87]"
"[datetime.datetime(2020, 12, 10, 16, 0, 57, 682915)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 998.0, 21.61, 20.87]"
"[datetime.datetime(2020, 12, 10, 16, 0, 57, 826885)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 998.0, 21.7, 20.87]"
"[datetime.datetime(2020, 12, 10, 16, 0, 57, 842768)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 998.0, 21.7, 20.87]"
"[datetime.datetime(2020, 12, 10, 16, 0, 58, 162571)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 988.0, 21.7, 20.87]"
"[datetime.datetime(2020, 12, 10, 16, 0, 58, 194427)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 988.0, 21.7, 20.87]"
"[datetime.datetime(2020, 12, 10, 16, 0, 58, 322431)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 988.0, 21.61, 20.87]"
"[datetime.datetime(2020, 12, 10, 16, 0, 58, 370306)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 988.0, 21.61, 20.87]"
"[datetime.datetime(2020, 12, 10, 16, 0, 58, 674169)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 995.0, 21.61, 20.87]"
"[datetime.datetime(2020, 12, 10, 16, 0, 58, 706139)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 995.0, 21.61, 20.87]"
"[datetime.datetime(2020, 12, 10, 16, 0, 58, 834349)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 995.0, 21.7, 20.87]"
"[datetime.datetime(2020, 12, 10, 16, 0, 58, 882159)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 995.0, 21.7, 20.87]"
"[datetime.datetime(2020, 12, 10, 16, 0, 59, 186332)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[False, True, False, False]","[23.43, 997.0, 21.7, 20.87]"
"[datetime.datetime(2020, 12, 10, 16, 0, 59, 218221)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, False, False]","[23.43, 997.0, 21.7, 20.87]"
"[datetime.datetime(2020, 12, 10, 16, 0, 59, 346689)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, False]","[23.43, 997.0, 21.7, 20.87]"
"[datetime.datetime(2020, 12, 10, 16, 0, 59, 393665)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 997.0, 21.7, 20.96]"
"[datetime.datetime(2020, 12, 10, 16, 0, 59, 682093)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 996.0, 21.7, 20.96]"
"[datetime.datetime(2020, 12, 10, 16, 0, 59, 713463)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 996.0, 21.7, 20.96]"
"[datetime.datetime(2020, 12, 10, 16, 0, 59, 857527)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 996.0, 21.7, 20.96]"
"[datetime.datetime(2020, 12, 10, 16, 0, 59, 921035)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 996.0, 21.7, 20.96]"
"[datetime.datetime(2020, 12, 10, 16, 1, 0, 193842)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 998.0, 21.7, 20.96]"
"[datetime.datetime(2020, 12, 10, 16, 1, 0, 240977)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 998.0, 21.7, 20.96]"
"[datetime.datetime(2020, 12, 10, 16, 1, 0, 353224)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 998.0, 21.7, 20.96]"
"[datetime.datetime(2020, 12, 10, 16, 1, 0, 432815)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 998.0, 21.7, 20.96]"
"[datetime.datetime(2020, 12, 10, 16, 1, 0, 705113)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 990.0, 21.7, 20.96]"
"[datetime.datetime(2020, 12, 10, 16, 1, 0, 736876)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 990.0, 21.7, 20.96]"
"[datetime.datetime(2020, 12, 10, 16, 1, 0, 864272)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 990.0, 21.7, 20.96]"
"[datetime.datetime(2020, 12, 10, 16, 1, 0, 944414)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 990.0, 21.7, 20.96]"
"[datetime.datetime(2020, 12, 10, 16, 1, 1, 216744)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 995.0, 21.7, 20.96]"
"[datetime.datetime(2020, 12, 10, 16, 1, 1, 248000)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 995.0, 21.7, 20.96]"
"[datetime.datetime(2020, 12, 10, 16, 1, 1, 360072)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 995.0, 21.7, 20.96]"
"[datetime.datetime(2020, 12, 10, 16, 1, 1, 456173)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 995.0, 21.7, 20.96]"
"[datetime.datetime(2020, 12, 10, 16, 1, 1, 727030)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 992.0, 21.7, 20.96]"
"[datetime.datetime(2020, 12, 10, 16, 1, 1, 791096)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 992.0, 21.7, 20.96]"
"[datetime.datetime(2020, 12, 10, 16, 1, 1, 886816)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 992.0, 21.8, 20.96]"
"[datetime.datetime(2020, 12, 10, 16, 1, 1, 966760)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 992.0, 21.8, 20.96]"
"[datetime.datetime(2020, 12, 10, 16, 1, 2, 222477)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 999.0, 21.8, 20.96]"
"[datetime.datetime(2020, 12, 10, 16, 1, 2, 318447)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 999.0, 21.8, 20.96]"
"[datetime.datetime(2020, 12, 10, 16, 1, 2, 382182)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 999.0, 21.8, 20.96]"
"[datetime.datetime(2020, 12, 10, 16, 1, 2, 462333)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 999.0, 21.8, 20.96]"
"[datetime.datetime(2020, 12, 10, 16, 1, 2, 734694)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 998.0, 21.8, 20.96]"
"[datetime.datetime(2020, 12, 10, 16, 1, 2, 830554)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 998.0, 21.8, 20.96]"
"[datetime.datetime(2020, 12, 10, 16, 1, 2, 909789)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 998.0, 21.8, 20.96]"
"[datetime.datetime(2020, 12, 10, 16, 1, 2, 989559)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 998.0, 21.8, 20.96]"
"[datetime.datetime(2020, 12, 10, 16, 1, 3, 246082)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 995.0, 21.8, 20.96]"
"[datetime.datetime(2020, 12, 10, 16, 1, 3, 341627)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 995.0, 21.8, 20.96]"
"[datetime.datetime(2020, 12, 10, 16, 1, 3, 421120)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 995.0, 21.8, 20.96]"
"[datetime.datetime(2020, 12, 10, 16, 1, 3, 485215)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 995.0, 21.8, 21.05]"
"[datetime.datetime(2020, 12, 10, 16, 1, 3, 757037)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 991.0, 21.8, 21.05]"
"[datetime.datetime(2020, 12, 10, 16, 1, 3, 869049)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 991.0, 21.8, 21.05]"
"[datetime.datetime(2020, 12, 10, 16, 1, 3, 916659)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 991.0, 21.8, 21.05]"
"[datetime.datetime(2020, 12, 10, 16, 1, 4, 28494)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 991.0, 21.8, 21.05]"
"[datetime.datetime(2020, 12, 10, 16, 1, 4, 252345)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[False, True, False, False]","[23.43, 988.0, 21.8, 21.05]"
"[datetime.datetime(2020, 12, 10, 16, 1, 4, 396513)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, False, False]","[23.43, 988.0, 21.8, 21.05]"
"[datetime.datetime(2020, 12, 10, 16, 1, 4, 428430)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, False]","[23.43, 988.0, 21.8, 21.05]"
"[datetime.datetime(2020, 12, 10, 16, 1, 4, 555930)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 988.0, 21.8, 21.05]"
"[datetime.datetime(2020, 12, 10, 16, 1, 4, 763665)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 985.0, 21.8, 21.05]"
"[datetime.datetime(2020, 12, 10, 16, 1, 4, 923860)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 985.0, 21.8, 21.05]"
"[datetime.datetime(2020, 12, 10, 16, 1, 4, 955423)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 985.0, 21.8, 21.05]"
"[datetime.datetime(2020, 12, 10, 16, 1, 5, 83590)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 985.0, 21.8, 21.05]"
"[datetime.datetime(2020, 12, 10, 16, 1, 5, 275259)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 997.0, 21.8, 21.05]"
"[datetime.datetime(2020, 12, 10, 16, 1, 5, 435267)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 997.0, 21.8, 21.05]"
"[datetime.datetime(2020, 12, 10, 16, 1, 5, 498257)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 997.0, 21.8, 21.05]"
"[datetime.datetime(2020, 12, 10, 16, 1, 5, 578413)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 997.0, 21.8, 21.05]"
"[datetime.datetime(2020, 12, 10, 16, 1, 5, 786549)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 998.0, 21.8, 21.05]"
"[datetime.datetime(2020, 12, 10, 16, 1, 5, 962614)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 998.0, 21.8, 21.05]"
"[datetime.datetime(2020, 12, 10, 16, 1, 5, 993899)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 998.0, 21.8, 21.05]"
