"[datetime.datetime(2020, 12, 10, 15, 59, 37, 768650)]",['IDT002'],[True],[23.52]
"[datetime.datetime(2020, 12, 10, 16, 1, 25, 253573)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 1000.0, 22.07, 21.42]"
"[datetime.datetime(2020, 12, 10, 16, 1, 25, 269301)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 1000.0, 22.07, 21.42]"
"[datetime.datetime(2020, 12, 10, 16, 1, 25, 637208)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 1000.0, 22.07, 21.42]"
"[datetime.datetime(2020, 12, 10, 16, 1, 25, 653799)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 1003.0, 22.07, 21.42]"
"[datetime.datetime(2020, 12, 10, 16, 1, 25, 684954)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 1003.0, 22.07, 21.42]"
"[datetime.datetime(2020, 12, 10, 16, 1, 25, 764832)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 1003.0, 22.07, 21.42]"
"[datetime.datetime(2020, 12, 10, 16, 1, 26, 149314)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 998.0, 22.07, 21.42]"
"[datetime.datetime(2020, 12, 10, 16, 1, 26, 164904)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 998.0, 22.07, 21.42]"
"[datetime.datetime(2020, 12, 10, 16, 1, 26, 276817)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 998.0, 22.07, 21.42]"
"[datetime.datetime(2020, 12, 10, 16, 1, 26, 324654)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 998.0, 22.07, 21.42]"
"[datetime.datetime(2020, 12, 10, 16, 1, 26, 660775)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 998.0, 22.07, 21.42]"
"[datetime.datetime(2020, 12, 10, 16, 1, 26, 692646)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 998.0, 22.07, 21.42]"
"[datetime.datetime(2020, 12, 10, 16, 1, 26, 804069)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 998.0, 22.07, 21.42]"
"[datetime.datetime(2020, 12, 10, 16, 1, 27, 171698)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 1002.0, 22.07, 21.42]"
"[datetime.datetime(2020, 12, 10, 16, 1, 27, 219472)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 1002.0, 22.07, 21.42]"
"[datetime.datetime(2020, 12, 10, 16, 1, 27, 299862)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 1002.0, 22.07, 21.42]"
"[datetime.datetime(2020, 12, 10, 16, 1, 27, 683206)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 994.0, 22.07, 21.42]"
"[datetime.datetime(2020, 12, 10, 16, 1, 27, 746691)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 994.0, 22.07, 21.42]"
"[datetime.datetime(2020, 12, 10, 16, 1, 27, 842555)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 994.0, 22.07, 21.51]"
"[datetime.datetime(2020, 12, 10, 16, 1, 28, 194440)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 988.0, 22.07, 21.51]"
"[datetime.datetime(2020, 12, 10, 16, 1, 28, 290069)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 988.0, 22.07, 21.51]"
"[datetime.datetime(2020, 12, 10, 16, 1, 28, 354499)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 988.0, 22.07, 21.51]"
"[datetime.datetime(2020, 12, 10, 16, 1, 28, 706531)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 992.0, 22.07, 21.51]"
"[datetime.datetime(2020, 12, 10, 16, 1, 28, 818062)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 992.0, 22.07, 21.51]"
"[datetime.datetime(2020, 12, 10, 16, 1, 28, 865193)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 992.0, 22.07, 21.51]"
"[datetime.datetime(2020, 12, 10, 16, 1, 29, 201856)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 1004.0, 22.07, 21.51]"
"[datetime.datetime(2020, 12, 10, 16, 1, 29, 345033)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 1004.0, 22.07, 21.51]"
"[datetime.datetime(2020, 12, 10, 16, 1, 29, 393022)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 1004.0, 22.07, 21.51]"
"[datetime.datetime(2020, 12, 10, 16, 1, 29, 713730)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[False, True, False, False]","[23.43, 986.0, 22.07, 21.51]"
"[datetime.datetime(2020, 12, 10, 16, 1, 29, 888527)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, False, False]","[23.43, 986.0, 22.07, 21.51]"
"[datetime.datetime(2020, 12, 10, 16, 1, 29, 904503)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, False, True]","[23.43, 986.0, 22.07, 21.51]"
"[datetime.datetime(2020, 12, 10, 16, 1, 29, 920989)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, False, True]","[23.43, 986.0, 22.07, 21.51]"
"[datetime.datetime(2020, 12, 10, 16, 1, 29, 952393)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, False, True]","[23.43, 986.0, 22.07, 21.51]"
"[datetime.datetime(2020, 12, 10, 16, 1, 29, 968387)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, False, True]","[23.43, 986.0, 22.07, 21.51]"
"[datetime.datetime(2020, 12, 10, 16, 1, 30, 224085)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, False, True]","[23.43, 1008.0, 22.07, 21.51]"
"[datetime.datetime(2020, 12, 10, 16, 1, 30, 432697)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, False, True]","[23.43, 1008.0, 22.07, 21.51]"
"[datetime.datetime(2020, 12, 10, 16, 1, 30, 463945)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, False, True]","[23.43, 1008.0, 22.07, 21.51]"
"[datetime.datetime(2020, 12, 10, 16, 1, 30, 735906)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, False, True]","[23.43, 986.0, 22.07, 21.51]"
"[datetime.datetime(2020, 12, 10, 16, 1, 30, 959533)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, False, True]","[23.43, 986.0, 22.07, 21.51]"
"[datetime.datetime(2020, 12, 10, 16, 1, 30, 975328)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, False, True]","[23.43, 986.0, 22.07, 21.51]"
"[datetime.datetime(2020, 12, 10, 16, 1, 31, 7315)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, False, True]","[23.43, 986.0, 22.07, 21.51]"
"[datetime.datetime(2020, 12, 10, 16, 1, 31, 23238)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, False, True]","[23.43, 986.0, 22.07, 21.51]"
"[datetime.datetime(2020, 12, 10, 16, 1, 31, 39025)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, False, True]","[23.43, 986.0, 22.07, 21.51]"
"[datetime.datetime(2020, 12, 10, 16, 1, 31, 103289)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 986.0, 22.16, 21.51]"
"[datetime.datetime(2020, 12, 10, 16, 1, 31, 246887)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 1008.0, 22.16, 21.51]"
"[datetime.datetime(2020, 12, 10, 16, 1, 31, 502843)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 1008.0, 22.16, 21.51]"
"[datetime.datetime(2020, 12, 10, 16, 1, 31, 518597)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 1008.0, 22.16, 21.6]"
"[datetime.datetime(2020, 12, 10, 16, 1, 31, 534207)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 1008.0, 22.16, 21.6]"
"[datetime.datetime(2020, 12, 10, 16, 1, 31, 566581)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 1008.0, 22.16, 21.6]"
"[datetime.datetime(2020, 12, 10, 16, 1, 31, 758466)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 985.0, 22.16, 21.6]"
"[datetime.datetime(2020, 12, 10, 16, 1, 32, 30461)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 985.0, 22.16, 21.6]"
"[datetime.datetime(2020, 12, 10, 16, 1, 32, 62030)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 985.0, 22.16, 21.6]"
"[datetime.datetime(2020, 12, 10, 16, 1, 32, 254054)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 1008.0, 22.16, 21.6]"
"[datetime.datetime(2020, 12, 10, 16, 1, 32, 542012)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 1008.0, 22.16, 21.6]"
"[datetime.datetime(2020, 12, 10, 16, 1, 32, 573209)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 1008.0, 22.16, 21.6]"
"[datetime.datetime(2020, 12, 10, 16, 1, 32, 685750)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 1008.0, 22.16, 21.6]"
"[datetime.datetime(2020, 12, 10, 16, 1, 32, 765255)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 988.0, 22.16, 21.6]"
"[datetime.datetime(2020, 12, 10, 16, 1, 33, 85093)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 988.0, 22.16, 21.6]"
"[datetime.datetime(2020, 12, 10, 16, 1, 33, 116881)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 988.0, 22.16, 21.6]"
"[datetime.datetime(2020, 12, 10, 16, 1, 33, 196746)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 988.0, 22.16, 21.6]"
"[datetime.datetime(2020, 12, 10, 16, 1, 33, 277099)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 992.0, 22.16, 21.6]"
"[datetime.datetime(2020, 12, 10, 16, 1, 33, 612907)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 992.0, 22.16, 21.6]"
"[datetime.datetime(2020, 12, 10, 16, 1, 33, 644356)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 992.0, 22.16, 21.6]"
"[datetime.datetime(2020, 12, 10, 16, 1, 33, 724202)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 992.0, 22.16, 21.6]"
"[datetime.datetime(2020, 12, 10, 16, 1, 33, 788182)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 986.0, 22.16, 21.6]"
"[datetime.datetime(2020, 12, 10, 16, 1, 34, 155779)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 986.0, 22.16, 21.6]"
"[datetime.datetime(2020, 12, 10, 16, 1, 34, 171628)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 986.0, 22.16, 21.6]"
"[datetime.datetime(2020, 12, 10, 16, 1, 34, 187821)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 986.0, 22.16, 21.6]"
"[datetime.datetime(2020, 12, 10, 16, 1, 34, 252197)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 986.0, 22.16, 21.6]"
"[datetime.datetime(2020, 12, 10, 16, 1, 34, 284156)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 985.0, 22.16, 21.6]"
"[datetime.datetime(2020, 12, 10, 16, 1, 34, 667386)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 985.0, 22.16, 21.6]"
"[datetime.datetime(2020, 12, 10, 16, 1, 34, 683609)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 985.0, 22.16, 21.6]"
"[datetime.datetime(2020, 12, 10, 16, 1, 34, 795223)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[False, False, True, False]","[23.43, 985.0, 22.16, 21.6]"
"[datetime.datetime(2020, 12, 10, 16, 1, 34, 811621)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[False, True, True, False]","[23.43, 992.0, 22.16, 21.6]"
"[datetime.datetime(2020, 12, 10, 16, 1, 34, 827437)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[False, True, True, False]","[23.43, 992.0, 22.16, 21.6]"
"[datetime.datetime(2020, 12, 10, 16, 1, 35, 178665)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[False, True, True, True]","[23.43, 992.0, 22.16, 21.6]"
"[datetime.datetime(2020, 12, 10, 16, 1, 35, 226622)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 992.0, 22.16, 21.6]"
"[datetime.datetime(2020, 12, 10, 16, 1, 35, 307017)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 992.0, 22.16, 21.6]"
"[datetime.datetime(2020, 12, 10, 16, 1, 35, 322675)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 992.0, 22.16, 21.6]"
"[datetime.datetime(2020, 12, 10, 16, 1, 35, 690584)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 992.0, 22.16, 21.6]"
"[datetime.datetime(2020, 12, 10, 16, 1, 35, 770363)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 992.0, 22.16, 21.6]"
"[datetime.datetime(2020, 12, 10, 16, 1, 35, 818435)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 1008.0, 22.16, 21.6]"
"[datetime.datetime(2020, 12, 10, 16, 1, 35, 850282)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 1008.0, 22.16, 21.6]"
"[datetime.datetime(2020, 12, 10, 16, 1, 36, 217863)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 1008.0, 22.16, 21.6]"
"[datetime.datetime(2020, 12, 10, 16, 1, 36, 298389)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 1008.0, 22.16, 21.6]"
"[datetime.datetime(2020, 12, 10, 16, 1, 36, 330267)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 993.0, 22.16, 21.6]"
"[datetime.datetime(2020, 12, 10, 16, 1, 36, 377797)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 993.0, 22.16, 21.6]"
"[datetime.datetime(2020, 12, 10, 16, 1, 36, 729176)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 993.0, 22.16, 21.6]"
"[datetime.datetime(2020, 12, 10, 16, 1, 36, 841076)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 993.0, 22.16, 21.6]"
"[datetime.datetime(2020, 12, 10, 16, 1, 36, 856685)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 1000.0, 22.16, 21.6]"
"[datetime.datetime(2020, 12, 10, 16, 1, 36, 872700)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 1000.0, 22.16, 21.6]"
"[datetime.datetime(2020, 12, 10, 16, 1, 36, 905145)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 1000.0, 22.16, 21.6]"
"[datetime.datetime(2020, 12, 10, 16, 1, 37, 241243)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 1000.0, 22.16, 21.69]"
"[datetime.datetime(2020, 12, 10, 16, 1, 37, 352727)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 1001.0, 22.16, 21.69]"
"[datetime.datetime(2020, 12, 10, 16, 1, 37, 368593)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 1001.0, 22.16, 21.69]"
"[datetime.datetime(2020, 12, 10, 16, 1, 37, 448719)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 1001.0, 22.16, 21.69]"
"[datetime.datetime(2020, 12, 10, 16, 1, 37, 752812)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 1001.0, 22.16, 21.69]"
"[datetime.datetime(2020, 12, 10, 16, 1, 37, 848627)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 996.0, 22.16, 21.69]"
"[datetime.datetime(2020, 12, 10, 16, 1, 37, 912144)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 996.0, 22.16, 21.69]"
"[datetime.datetime(2020, 12, 10, 16, 1, 37, 976082)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 996.0, 22.16, 21.69]"
"[datetime.datetime(2020, 12, 10, 16, 1, 38, 296003)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 996.0, 22.16, 21.69]"
"[datetime.datetime(2020, 12, 10, 16, 1, 38, 359642)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 997.0, 22.16, 21.69]"
"[datetime.datetime(2020, 12, 10, 16, 1, 38, 407351)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 997.0, 22.16, 21.69]"
"[datetime.datetime(2020, 12, 10, 16, 1, 38, 503486)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 997.0, 22.25, 21.69]"
"[datetime.datetime(2020, 12, 10, 16, 1, 38, 823617)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 997.0, 22.25, 21.69]"
"[datetime.datetime(2020, 12, 10, 16, 1, 38, 871032)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 996.0, 22.25, 21.69]"
"[datetime.datetime(2020, 12, 10, 16, 1, 38, 934987)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 996.0, 22.25, 21.69]"
"[datetime.datetime(2020, 12, 10, 16, 1, 39, 31608)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 996.0, 22.25, 21.69]"
"[datetime.datetime(2020, 12, 10, 16, 1, 39, 334510)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 996.0, 22.25, 21.69]"
"[datetime.datetime(2020, 12, 10, 16, 1, 39, 382749)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 999.0, 22.25, 21.69]"
"[datetime.datetime(2020, 12, 10, 16, 1, 39, 446675)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 999.0, 22.25, 21.69]"
"[datetime.datetime(2020, 12, 10, 16, 1, 39, 559002)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 999.0, 22.25, 21.69]"
"[datetime.datetime(2020, 12, 10, 16, 1, 39, 878522)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[False, False, False, True]","[23.43, 999.0, 22.25, 21.69]"
"[datetime.datetime(2020, 12, 10, 16, 1, 39, 894385)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[False, True, False, True]","[23.43, 997.0, 22.25, 21.69]"
"[datetime.datetime(2020, 12, 10, 16, 1, 39, 910307)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[False, True, False, True]","[23.43, 997.0, 22.25, 21.69]"
"[datetime.datetime(2020, 12, 10, 16, 1, 39, 989798)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, False, True]","[23.43, 997.0, 22.25, 21.69]"
"[datetime.datetime(2020, 12, 10, 16, 1, 40, 69957)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 997.0, 22.25, 21.69]"
"[datetime.datetime(2020, 12, 10, 16, 1, 40, 390181)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 998.0, 22.25, 21.69]"
"[datetime.datetime(2020, 12, 10, 16, 1, 40, 421459)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 998.0, 22.25, 21.69]"
"[datetime.datetime(2020, 12, 10, 16, 1, 40, 501878)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 998.0, 22.25, 21.69]"
"[datetime.datetime(2020, 12, 10, 16, 1, 40, 581227)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 998.0, 22.25, 21.69]"
"[datetime.datetime(2020, 12, 10, 16, 1, 40, 901035)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 997.0, 22.25, 21.69]"
"[datetime.datetime(2020, 12, 10, 16, 1, 40, 917357)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 997.0, 22.25, 21.69]"
"[datetime.datetime(2020, 12, 10, 16, 1, 41, 44731)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 997.0, 22.25, 21.69]"
"[datetime.datetime(2020, 12, 10, 16, 1, 41, 124648)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 997.0, 22.25, 21.69]"
"[datetime.datetime(2020, 12, 10, 16, 1, 41, 412807)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 985.0, 22.25, 21.69]"
"[datetime.datetime(2020, 12, 10, 16, 1, 41, 428630)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 985.0, 22.25, 21.69]"
"[datetime.datetime(2020, 12, 10, 16, 1, 41, 556280)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 985.0, 22.25, 21.69]"
"[datetime.datetime(2020, 12, 10, 16, 1, 41, 652609)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 985.0, 22.25, 21.69]"
"[datetime.datetime(2020, 12, 10, 16, 1, 41, 924216)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 994.0, 22.25, 21.69]"
"[datetime.datetime(2020, 12, 10, 16, 1, 41, 940059)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 994.0, 22.25, 21.69]"
"[datetime.datetime(2020, 12, 10, 16, 1, 42, 99458)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 994.0, 22.25, 21.69]"
"[datetime.datetime(2020, 12, 10, 16, 1, 42, 180179)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 994.0, 22.25, 21.69]"
"[datetime.datetime(2020, 12, 10, 16, 1, 42, 419974)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 988.0, 22.25, 21.69]"
"[datetime.datetime(2020, 12, 10, 16, 1, 42, 451760)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 988.0, 22.25, 21.69]"
"[datetime.datetime(2020, 12, 10, 16, 1, 42, 627316)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 988.0, 22.25, 21.69]"
"[datetime.datetime(2020, 12, 10, 16, 1, 42, 707857)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 988.0, 22.25, 21.69]"
"[datetime.datetime(2020, 12, 10, 16, 1, 42, 931008)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 998.0, 22.25, 21.69]"
"[datetime.datetime(2020, 12, 10, 16, 1, 43, 139325)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 998.0, 22.25, 21.69]"
"[datetime.datetime(2020, 12, 10, 16, 1, 43, 234850)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 998.0, 22.25, 21.69]"
"[datetime.datetime(2020, 12, 10, 16, 1, 43, 442878)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 987.0, 22.25, 21.69]"
"[datetime.datetime(2020, 12, 10, 16, 1, 43, 650361)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 987.0, 22.25, 21.69]"
"[datetime.datetime(2020, 12, 10, 16, 1, 43, 762383)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 987.0, 22.25, 21.69]"
"[datetime.datetime(2020, 12, 10, 16, 1, 43, 954138)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 1001.0, 22.25, 21.69]"
"[datetime.datetime(2020, 12, 10, 16, 1, 44, 82419)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 1001.0, 22.25, 21.78]"
"[datetime.datetime(2020, 12, 10, 16, 1, 44, 193902)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 1001.0, 22.25, 21.78]"
"[datetime.datetime(2020, 12, 10, 16, 1, 44, 289716)]","['IDT002', 'IDL001', 'IDT001', 'IDT003']","[True, True, True, True]","[23.43, 1001.0, 22.25, 21.78]"
