2020-12-07 18:51:36.734210,['IDT002'],[20.51]
2020-12-07 18:52:01.643459,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.644013,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.645002,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.646051,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.646680,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.647427,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.647972,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.648457,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.649167,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.649719,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.650514,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.655198,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.659243,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.660703,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.662019,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.662673,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.663320,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.664066,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.664646,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.665212,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.665749,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.666265,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.667225,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.668056,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.668781,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.669401,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.669988,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.670525,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.671657,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.672311,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.673051,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.673663,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.674214,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.674964,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.675669,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.676944,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.678189,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.678717,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.679217,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.679700,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.680176,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.680641,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.681283,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.681912,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.682721,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.684062,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.684728,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.685306,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.686124,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.686783,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.687346,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.687955,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.688661,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.689840,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.691017,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.691632,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.692129,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.694094,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.696214,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.697764,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.698759,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.699664,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.700522,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.701150,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.701862,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.702348,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.702865,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.703450,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.703987,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.704452,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.704890,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.705368,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.705821,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.706424,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.706924,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.707377,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.707881,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.708301,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.708762,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.709388,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.710086,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.711944,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.712576,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.713055,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.713565,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.714037,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.714637,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.715048,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.715530,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.716083,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.716650,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.717161,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.717745,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.718196,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.718693,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.719161,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.719669,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.720139,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.720791,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.721267,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.721994,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.722622,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.723157,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.723745,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.724250,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.724948,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.725790,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.726701,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.727216,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.727600,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.727971,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.728668,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.729218,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.729842,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.730395,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.730930,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.731469,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.732097,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.732716,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.733608,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.734242,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.734826,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.735353,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.735992,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.736703,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.737305,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.737891,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.738435,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.738908,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.739549,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.739968,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.740434,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.740913,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.741378,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.741847,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.742385,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.743152,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.745602,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.747211,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.748566,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.749798,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.751444,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.752007,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.752840,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.754149,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.755968,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.756685,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.757319,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.757895,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.758947,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.759675,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.760337,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.760884,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.761354,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.761803,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.762378,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.763013,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.765919,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.766559,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.767697,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.768392,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.769033,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.770168,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.771089,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.772337,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.773434,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.774253,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.774926,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.776256,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.776980,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.777604,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.778204,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.778902,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.779596,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.780529,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.781448,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.782001,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.782448,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.782911,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.783547,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.784098,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.784650,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.787997,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.790159,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.791908,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.793376,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.794221,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.794882,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.795590,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.796330,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.796867,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.797494,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.797966,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.798497,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.799024,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.799491,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.800027,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.800490,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.801050,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.801849,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.803289,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.804706,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.805290,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.805809,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.806275,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.806826,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.807305,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.807868,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.808329,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.808794,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.809444,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.809969,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.810426,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.810877,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.811377,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.811925,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.812398,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.812912,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.813404,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.813872,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.814327,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.814898,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.815418,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.816119,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.816870,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.817563,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.818329,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.818899,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.819761,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.820401,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.821023,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.821619,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.822219,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.823269,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.824250,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.825182,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.825895,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.826536,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.827052,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.827591,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.828123,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.828600,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.829096,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.829661,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.830245,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.830725,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.831308,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.832442,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.834263,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.836559,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.837935,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.839125,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.840052,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.840672,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.841188,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.841729,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.842196,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.842628,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.843191,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.843719,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.844174,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.844680,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.845134,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.845656,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.846170,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.846645,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.847149,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.847668,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.848137,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.848589,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.849244,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.849766,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.850331,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.851084,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.851599,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.852247,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.852853,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.853495,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.854178,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.855006,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.856565,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.857628,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.858389,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.859909,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.860586,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.861346,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.863142,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.863807,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.864435,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.865055,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.865683,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.866552,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.869518,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.870460,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.871225,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.871921,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.872717,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.873306,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.874023,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.874682,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.875301,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.876883,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.879346,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.880966,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.882443,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.883769,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.884500,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.885143,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.886445,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.887709,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.888625,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.889281,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.889741,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.890260,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.890721,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.891200,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.891799,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.892369,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.892834,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.893425,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.893958,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.894425,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.894909,"['IDT002', 'IDL001']","[-1000, 968.0]"
2020-12-07 18:52:01.895365,"['IDT002', 'IDL001']","[-1000, 968.0]"
