2020-12-07 18:51:36.734210,['IDT002'],[20.51]
2020-12-07 18:51:47.339311,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.339985,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.340683,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.341529,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.342203,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.342829,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.343361,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.344043,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.344595,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.345292,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.347297,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.348455,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.349053,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.349716,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.350367,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.351036,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.351707,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.352437,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.353142,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.353696,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.354341,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.355113,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.356551,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.359976,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.360929,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.362324,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.363515,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.364749,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.365551,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.366242,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.366991,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.367679,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.368223,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.368949,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.369736,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.370553,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.371498,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.372325,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.373039,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.373830,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.374808,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.375797,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.379863,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.383032,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.385777,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.386792,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.387888,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.388943,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.390103,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.390993,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.391789,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.392686,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.393582,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.394399,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.395294,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.395997,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.396623,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.397296,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.398513,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.402409,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.403217,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.403893,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.404933,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.405614,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.406988,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.408716,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.410125,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.414637,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.416752,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.418288,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.419569,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.420299,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.421030,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.421848,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.422426,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.423131,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.423820,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.426669,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.427545,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.429394,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.431027,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.431765,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.432460,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.433160,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.433844,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.434502,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.435281,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.437104,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.438099,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.439058,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.439731,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.440520,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.441202,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.441752,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.442295,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.443347,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.444550,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.447962,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.448777,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.449378,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.449945,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.450497,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.451278,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.452473,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.453396,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.454159,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.454870,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.455638,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.456336,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.457100,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.457750,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.458535,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.459279,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.461665,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.467420,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.468650,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.469358,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.470062,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.470715,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.471475,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.472087,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.472719,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.473361,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.474093,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.474863,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.475761,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.476795,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.480173,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.482075,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.482839,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.483515,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.484167,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.485032,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.485826,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.486598,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.487279,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.487939,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.488614,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.489745,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.490750,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.495905,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.497077,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.497793,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.499961,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.501239,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.502062,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.502994,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.503904,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.504669,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.505129,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.505576,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.506141,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.506618,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.507071,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.507597,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.508032,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.508629,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.510909,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.512972,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.515013,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.516361,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.517869,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.518475,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.518963,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.519407,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.520006,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.520634,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.521121,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.521616,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.522256,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.522866,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.523520,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.524136,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.524649,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.525142,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.525745,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.526210,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.526793,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.527545,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.530075,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.532202,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.532885,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.533521,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.534113,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.534772,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.535534,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.536443,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.537287,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.537921,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.538760,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.539411,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.540103,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.540713,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.541294,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.541887,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.542955,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.544745,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.545913,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.546480,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.547126,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.547736,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.548227,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.548712,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.549328,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.549817,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.550406,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.551048,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.552492,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.553198,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.553808,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.554290,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.554817,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.555291,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.555761,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.556379,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.556899,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.557375,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.557839,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.558420,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.560039,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.563640,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.565257,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.566232,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.567134,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.567902,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.568577,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.569062,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.569549,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.570122,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.570781,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.571530,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.572036,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.572495,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.573034,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.573490,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.574070,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.574560,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.575197,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.575886,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.576528,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.577324,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.581078,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.584864,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.586236,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.587139,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.587782,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.589243,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.590642,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.592490,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.593157,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.593846,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.596111,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.598525,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.600738,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.602809,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.603552,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.603983,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.604681,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.605353,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.606075,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.606853,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.607529,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.608300,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.608827,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.609304,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.609850,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.610477,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.610994,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.611506,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.612086,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.612566,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.613210,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.613781,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.614271,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.614762,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.615245,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.615753,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.616289,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.616820,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.617293,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.617828,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.618295,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.618800,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.619390,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.619889,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.620359,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.620802,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.621268,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.621808,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.622262,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.622730,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.623292,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.623759,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.624376,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.624898,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.625369,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.625838,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.626427,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.627396,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.628192,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.629040,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.629520,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.629920,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.630301,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.631007,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.631592,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.632198,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.632641,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.633028,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.633420,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.634594,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.635788,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.636973,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.637711,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.638355,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.638946,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.639480,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.639982,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.640453,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.640958,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.641446,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.642245,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.644474,"['IDT002', 'IDL001']","[20.51, 968.0]"
2020-12-07 18:51:47.647001,"['IDT002', 'IDL001']","[20.51, 968.0]"
