"[datetime.datetime(2020, 12, 10, 14, 35, 44, 985119)]",['IDL001'],[True],[923.0]
"[datetime.datetime(2020, 12, 10, 14, 58, 20, 99549)]","['IDL001', 'IDT002', 'IDT001', 'IDT003']","[True, True, True, True]","[939.0, 23.8, 23.62, 23.06]"
"[datetime.datetime(2020, 12, 10, 14, 58, 20, 115423)]","['IDL001', 'IDT002', 'IDT001', 'IDT003']","[True, True, True, True]","[1007.0, 23.8, 23.62, 23.06]"
"[datetime.datetime(2020, 12, 10, 14, 58, 20, 147088)]","['IDL001', 'IDT002', 'IDT001', 'IDT003']","[True, True, True, True]","[1007.0, 23.8, 23.62, 23.06]"
"[datetime.datetime(2020, 12, 10, 14, 58, 20, 195548)]","['IDL001', 'IDT002', 'IDT001', 'IDT003']","[True, True, True, True]","[1007.0, 23.8, 23.62, 23.06]"
"[datetime.datetime(2020, 12, 10, 14, 58, 20, 579210)]","['IDL001', 'IDT002', 'IDT001', 'IDT003']","[False, False, True, False]","[1007.0, 23.8, 23.62, 23.06]"
"[datetime.datetime(2020, 12, 10, 14, 58, 20, 594815)]","['IDL001', 'IDT002', 'IDT001', 'IDT003']","[True, False, True, False]","[943.0, 23.8, 23.62, 23.06]"
"[datetime.datetime(2020, 12, 10, 14, 58, 20, 610375)]","['IDL001', 'IDT002', 'IDT001', 'IDT003']","[True, False, True, False]","[943.0, 23.8, 23.62, 23.06]"
"[datetime.datetime(2020, 12, 10, 14, 58, 20, 642306)]","['IDL001', 'IDT002', 'IDT001', 'IDT003']","[True, False, True, True]","[943.0, 23.8, 23.62, 23.06]"
"[datetime.datetime(2020, 12, 10, 14, 58, 20, 706195)]","['IDL001', 'IDT002', 'IDT001', 'IDT003']","[True, True, True, True]","[943.0, 23.8, 23.62, 23.06]"
"[datetime.datetime(2020, 12, 10, 14, 58, 21, 90155)]","['IDL001', 'IDT002', 'IDT001', 'IDT003']","[True, True, True, True]","[943.0, 23.8, 23.62, 23.06]"
"[datetime.datetime(2020, 12, 10, 14, 58, 21, 105636)]","['IDL001', 'IDT002', 'IDT001', 'IDT003']","[True, True, True, True]","[931.0, 23.8, 23.62, 23.06]"
"[datetime.datetime(2020, 12, 10, 14, 58, 21, 137664)]","['IDL001', 'IDT002', 'IDT001', 'IDT003']","[True, True, True, True]","[931.0, 23.8, 23.62, 23.06]"
"[datetime.datetime(2020, 12, 10, 14, 58, 21, 217686)]","['IDL001', 'IDT002', 'IDT001', 'IDT003']","[True, True, True, True]","[931.0, 23.8, 23.62, 23.06]"
"[datetime.datetime(2020, 12, 10, 14, 58, 21, 584929)]","['IDL001', 'IDT002', 'IDT001', 'IDT003']","[True, True, True, True]","[931.0, 23.8, 23.62, 23.06]"
"[datetime.datetime(2020, 12, 10, 14, 58, 21, 617083)]","['IDL001', 'IDT002', 'IDT001', 'IDT003']","[True, True, True, True]","[935.0, 23.8, 23.62, 23.06]"
"[datetime.datetime(2020, 12, 10, 14, 58, 21, 664773)]","['IDL001', 'IDT002', 'IDT001', 'IDT003']","[True, True, True, True]","[935.0, 23.8, 23.62, 23.06]"
"[datetime.datetime(2020, 12, 10, 14, 58, 21, 713396)]","['IDL001', 'IDT002', 'IDT001', 'IDT003']","[True, True, True, True]","[935.0, 23.8, 23.62, 23.06]"
"[datetime.datetime(2020, 12, 10, 14, 58, 22, 96953)]","['IDL001', 'IDT002', 'IDT001', 'IDT003']","[True, True, True, True]","[935.0, 23.8, 23.62, 23.06]"
"[datetime.datetime(2020, 12, 10, 14, 58, 22, 112292)]","['IDL001', 'IDT002', 'IDT001', 'IDT003']","[True, True, True, True]","[943.0, 23.8, 23.62, 23.06]"
"[datetime.datetime(2020, 12, 10, 14, 58, 22, 176699)]","['IDL001', 'IDT002', 'IDT001', 'IDT003']","[True, True, True, True]","[943.0, 23.8, 23.62, 23.06]"
"[datetime.datetime(2020, 12, 10, 14, 58, 22, 224136)]","['IDL001', 'IDT002', 'IDT001', 'IDT003']","[True, True, True, True]","[943.0, 23.8, 23.62, 23.06]"
"[datetime.datetime(2020, 12, 10, 14, 58, 22, 591912)]","['IDL001', 'IDT002', 'IDT001', 'IDT003']","[True, True, True, True]","[943.0, 23.8, 23.62, 23.06]"
"[datetime.datetime(2020, 12, 10, 14, 58, 22, 608109)]","['IDL001', 'IDT002', 'IDT001', 'IDT003']","[True, True, True, True]","[934.0, 23.8, 23.62, 23.06]"
"[datetime.datetime(2020, 12, 10, 14, 58, 22, 687622)]","['IDL001', 'IDT002', 'IDT001', 'IDT003']","[True, True, True, True]","[934.0, 23.8, 23.62, 23.06]"
"[datetime.datetime(2020, 12, 10, 14, 58, 22, 735638)]","['IDL001', 'IDT002', 'IDT001', 'IDT003']","[True, True, True, True]","[934.0, 23.8, 23.62, 23.06]"
"[datetime.datetime(2020, 12, 10, 14, 58, 23, 103342)]","['IDL001', 'IDT002', 'IDT001', 'IDT003']","[True, True, True, True]","[934.0, 23.8, 23.62, 23.06]"
"[datetime.datetime(2020, 12, 10, 14, 58, 23, 119155)]","['IDL001', 'IDT002', 'IDT001', 'IDT003']","[True, True, True, True]","[946.0, 23.8, 23.62, 23.06]"
"[datetime.datetime(2020, 12, 10, 14, 58, 23, 214928)]","['IDL001', 'IDT002', 'IDT001', 'IDT003']","[True, True, True, True]","[946.0, 23.8, 23.62, 23.06]"
"[datetime.datetime(2020, 12, 10, 14, 58, 23, 247340)]","['IDL001', 'IDT002', 'IDT001', 'IDT003']","[True, True, True, True]","[946.0, 23.8, 23.62, 23.06]"
"[datetime.datetime(2020, 12, 10, 14, 58, 23, 262896)]","['IDL001', 'IDT002', 'IDT001', 'IDT003']","[True, True, True, True]","[946.0, 23.8, 23.62, 23.06]"
"[datetime.datetime(2020, 12, 10, 14, 58, 23, 614765)]","['IDL001', 'IDT002', 'IDT001', 'IDT003']","[True, True, True, True]","[946.0, 23.8, 23.62, 23.06]"
"[datetime.datetime(2020, 12, 10, 14, 58, 23, 630569)]","['IDL001', 'IDT002', 'IDT001', 'IDT003']","[True, True, True, True]","[982.0, 23.8, 23.62, 23.06]"
"[datetime.datetime(2020, 12, 10, 14, 58, 23, 742333)]","['IDL001', 'IDT002', 'IDT001', 'IDT003']","[True, True, True, True]","[982.0, 23.8, 23.62, 23.06]"
"[datetime.datetime(2020, 12, 10, 14, 58, 23, 774233)]","['IDL001', 'IDT002', 'IDT001', 'IDT003']","[True, True, True, True]","[982.0, 23.8, 23.62, 23.06]"
"[datetime.datetime(2020, 12, 10, 14, 58, 24, 125970)]","['IDL001', 'IDT002', 'IDT001', 'IDT003']","[True, True, True, True]","[982.0, 23.8, 23.62, 23.06]"
"[datetime.datetime(2020, 12, 10, 14, 58, 24, 141872)]","['IDL001', 'IDT002', 'IDT001', 'IDT003']","[True, True, True, True]","[999.0, 23.8, 23.62, 23.06]"
"[datetime.datetime(2020, 12, 10, 14, 58, 24, 253656)]","['IDL001', 'IDT002', 'IDT001', 'IDT003']","[True, True, True, True]","[999.0, 23.8, 23.62, 23.06]"
"[datetime.datetime(2020, 12, 10, 14, 58, 24, 269717)]","['IDL001', 'IDT002', 'IDT001', 'IDT003']","[True, True, True, True]","[999.0, 23.8, 23.62, 23.06]"
"[datetime.datetime(2020, 12, 10, 14, 58, 24, 621647)]","['IDL001', 'IDT002', 'IDT001', 'IDT003']","[True, True, True, True]","[999.0, 23.8, 23.62, 23.06]"
"[datetime.datetime(2020, 12, 10, 14, 58, 24, 653081)]","['IDL001', 'IDT002', 'IDT001', 'IDT003']","[True, True, True, True]","[1001.0, 23.8, 23.62, 23.06]"
"[datetime.datetime(2020, 12, 10, 14, 58, 24, 764900)]","['IDL001', 'IDT002', 'IDT001', 'IDT003']","[True, True, True, True]","[1001.0, 23.8, 23.62, 23.06]"
"[datetime.datetime(2020, 12, 10, 14, 58, 24, 780785)]","['IDL001', 'IDT002', 'IDT001', 'IDT003']","[True, True, True, True]","[1001.0, 23.8, 23.62, 23.06]"
"[datetime.datetime(2020, 12, 10, 14, 58, 25, 132114)]","['IDL001', 'IDT002', 'IDT001', 'IDT003']","[True, True, True, True]","[1001.0, 23.8, 23.62, 23.06]"
"[datetime.datetime(2020, 12, 10, 14, 58, 25, 148073)]","['IDL001', 'IDT002', 'IDT001', 'IDT003']","[True, True, True, True]","[960.0, 23.8, 23.62, 23.06]"
"[datetime.datetime(2020, 12, 10, 14, 58, 25, 180145)]","['IDL001', 'IDT002', 'IDT001', 'IDT003']","[True, True, True, True]","[960.0, 23.8, 23.62, 23.06]"
"[datetime.datetime(2020, 12, 10, 14, 58, 25, 275809)]","['IDL001', 'IDT002', 'IDT001', 'IDT003']","[True, True, True, True]","[960.0, 23.8, 23.62, 23.06]"
"[datetime.datetime(2020, 12, 10, 14, 58, 25, 291724)]","['IDL001', 'IDT002', 'IDT001', 'IDT003']","[True, True, True, True]","[960.0, 23.8, 23.62, 23.06]"
"[datetime.datetime(2020, 12, 10, 14, 58, 25, 659679)]","['IDL001', 'IDT002', 'IDT001', 'IDT003']","[False, False, True, False]","[960.0, 23.8, 23.62, 23.06]"
"[datetime.datetime(2020, 12, 10, 14, 58, 25, 691361)]","['IDL001', 'IDT002', 'IDT001', 'IDT003']","[True, False, True, False]","[963.0, 23.8, 23.62, 23.06]"
"[datetime.datetime(2020, 12, 10, 14, 58, 25, 771123)]","['IDL001', 'IDT002', 'IDT001', 'IDT003']","[True, True, True, False]","[963.0, 23.8, 23.62, 23.06]"
"[datetime.datetime(2020, 12, 10, 14, 58, 25, 818985)]","['IDL001', 'IDT002', 'IDT001', 'IDT003']","[True, True, True, True]","[963.0, 23.8, 23.62, 23.06]"
"[datetime.datetime(2020, 12, 10, 14, 58, 26, 187016)]","['IDL001', 'IDT002', 'IDT001', 'IDT003']","[True, True, True, True]","[963.0, 23.8, 23.62, 23.06]"
"[datetime.datetime(2020, 12, 10, 14, 58, 26, 219399)]","['IDL001', 'IDT002', 'IDT001', 'IDT003']","[True, True, True, True]","[993.0, 23.8, 23.62, 23.06]"
"[datetime.datetime(2020, 12, 10, 14, 58, 26, 283119)]","['IDL001', 'IDT002', 'IDT001', 'IDT003']","[True, True, True, True]","[993.0, 23.8, 23.62, 23.06]"
"[datetime.datetime(2020, 12, 10, 14, 58, 26, 362382)]","['IDL001', 'IDT002', 'IDT001', 'IDT003']","[True, True, True, True]","[993.0, 23.8, 23.62, 23.06]"
"[datetime.datetime(2020, 12, 10, 14, 58, 26, 714765)]","['IDL001', 'IDT002', 'IDT001', 'IDT003']","[True, True, True, True]","[993.0, 23.8, 23.62, 23.06]"
"[datetime.datetime(2020, 12, 10, 14, 58, 26, 746770)]","['IDL001', 'IDT002', 'IDT001', 'IDT003']","[True, True, True, True]","[930.0, 23.8, 23.62, 23.06]"
"[datetime.datetime(2020, 12, 10, 14, 58, 26, 793984)]","['IDL001', 'IDT002', 'IDT001', 'IDT003']","[True, True, True, True]","[930.0, 23.8, 23.62, 23.06]"
"[datetime.datetime(2020, 12, 10, 14, 58, 26, 858440)]","['IDL001', 'IDT002', 'IDT001', 'IDT003']","[True, True, True, True]","[930.0, 23.8, 23.62, 23.06]"
"[datetime.datetime(2020, 12, 10, 14, 58, 27, 225935)]","['IDL001', 'IDT002', 'IDT001', 'IDT003']","[True, True, True, True]","[930.0, 23.8, 23.62, 23.06]"
"[datetime.datetime(2020, 12, 10, 14, 58, 27, 242189)]","['IDL001', 'IDT002', 'IDT001', 'IDT003']","[True, True, True, True]","[935.0, 23.8, 23.62, 23.06]"
"[datetime.datetime(2020, 12, 10, 14, 58, 27, 289701)]","['IDL001', 'IDT002', 'IDT001', 'IDT003']","[True, True, True, True]","[935.0, 23.8, 23.62, 23.06]"
"[datetime.datetime(2020, 12, 10, 14, 58, 27, 369857)]","['IDL001', 'IDT002', 'IDT001', 'IDT003']","[True, True, True, True]","[935.0, 23.8, 23.62, 23.06]"
"[datetime.datetime(2020, 12, 10, 14, 58, 27, 736923)]","['IDL001', 'IDT002', 'IDT001', 'IDT003']","[True, True, True, True]","[935.0, 23.8, 23.62, 23.06]"
"[datetime.datetime(2020, 12, 10, 14, 58, 27, 769382)]","['IDL001', 'IDT002', 'IDT001', 'IDT003']","[True, True, True, True]","[944.0, 23.8, 23.62, 23.06]"
"[datetime.datetime(2020, 12, 10, 14, 58, 27, 800701)]","['IDL001', 'IDT002', 'IDT001', 'IDT003']","[True, True, True, True]","[944.0, 23.8, 23.62, 23.06]"
"[datetime.datetime(2020, 12, 10, 14, 58, 27, 912445)]","['IDL001', 'IDT002', 'IDT001', 'IDT003']","[True, True, True, True]","[944.0, 23.8, 23.62, 23.06]"
"[datetime.datetime(2020, 12, 10, 14, 58, 28, 264492)]","['IDL001', 'IDT002', 'IDT001', 'IDT003']","[True, True, True, True]","[944.0, 23.8, 23.62, 23.06]"
"[datetime.datetime(2020, 12, 10, 14, 58, 28, 279913)]","['IDL001', 'IDT002', 'IDT001', 'IDT003']","[True, True, True, True]","[969.0, 23.8, 23.62, 23.06]"
"[datetime.datetime(2020, 12, 10, 14, 58, 28, 311899)]","['IDL001', 'IDT002', 'IDT001', 'IDT003']","[True, True, True, True]","[969.0, 23.8, 23.62, 23.06]"
"[datetime.datetime(2020, 12, 10, 14, 58, 28, 328312)]","['IDL001', 'IDT002', 'IDT001', 'IDT003']","[True, True, True, True]","[969.0, 23.8, 23.62, 23.06]"
"[datetime.datetime(2020, 12, 10, 14, 58, 28, 439788)]","['IDL001', 'IDT002', 'IDT001', 'IDT003']","[True, True, True, True]","[969.0, 23.8, 23.62, 23.06]"
"[datetime.datetime(2020, 12, 10, 14, 58, 28, 775422)]","['IDL001', 'IDT002', 'IDT001', 'IDT003']","[True, True, True, True]","[989.0, 23.8, 23.62, 23.06]"
"[datetime.datetime(2020, 12, 10, 14, 58, 28, 839191)]","['IDL001', 'IDT002', 'IDT001', 'IDT003']","[True, True, True, True]","[989.0, 23.8, 23.62, 23.06]"
"[datetime.datetime(2020, 12, 10, 14, 58, 28, 967109)]","['IDL001', 'IDT002', 'IDT001', 'IDT003']","[True, True, True, True]","[989.0, 23.8, 23.62, 23.06]"
"[datetime.datetime(2020, 12, 10, 14, 58, 29, 286488)]","['IDL001', 'IDT002', 'IDT001', 'IDT003']","[True, True, True, True]","[1004.0, 23.8, 23.62, 23.06]"
"[datetime.datetime(2020, 12, 10, 14, 58, 29, 335007)]","['IDL001', 'IDT002', 'IDT001', 'IDT003']","[True, True, True, True]","[1004.0, 23.8, 23.62, 23.06]"
"[datetime.datetime(2020, 12, 10, 14, 58, 29, 350895)]","['IDL001', 'IDT002', 'IDT001', 'IDT003']","[True, True, True, True]","[1004.0, 23.8, 23.62, 23.06]"
"[datetime.datetime(2020, 12, 10, 14, 58, 29, 366467)]","['IDL001', 'IDT002', 'IDT001', 'IDT003']","[True, True, True, True]","[1004.0, 23.8, 23.62, 23.06]"
"[datetime.datetime(2020, 12, 10, 14, 58, 29, 398327)]","['IDL001', 'IDT002', 'IDT001', 'IDT003']","[True, True, True, True]","[1004.0, 23.8, 23.62, 23.06]"
"[datetime.datetime(2020, 12, 10, 14, 58, 29, 414756)]","['IDL001', 'IDT002', 'IDT001', 'IDT003']","[True, True, True, True]","[1004.0, 23.8, 23.62, 23.06]"
"[datetime.datetime(2020, 12, 10, 14, 58, 29, 494042)]","['IDL001', 'IDT002', 'IDT001', 'IDT003']","[True, True, True, True]","[1004.0, 23.8, 23.62, 23.06]"
"[datetime.datetime(2020, 12, 10, 14, 58, 29, 797744)]","['IDL001', 'IDT002', 'IDT001', 'IDT003']","[True, True, True, True]","[943.0, 23.8, 23.62, 23.06]"
"[datetime.datetime(2020, 12, 10, 14, 58, 29, 861407)]","['IDL001', 'IDT002', 'IDT001', 'IDT003']","[True, True, True, True]","[943.0, 23.8, 23.62, 23.06]"
"[datetime.datetime(2020, 12, 10, 14, 58, 30, 21418)]","['IDL001', 'IDT002', 'IDT001', 'IDT003']","[True, True, True, True]","[943.0, 23.8, 23.62, 23.06]"
"[datetime.datetime(2020, 12, 10, 14, 58, 30, 309349)]","['IDL001', 'IDT002', 'IDT001', 'IDT003']","[True, True, True, True]","[951.0, 23.8, 23.62, 23.06]"
"[datetime.datetime(2020, 12, 10, 14, 58, 30, 373472)]","['IDL001', 'IDT002', 'IDT001', 'IDT003']","[True, True, True, True]","[951.0, 23.8, 23.62, 23.06]"
"[datetime.datetime(2020, 12, 10, 14, 58, 30, 389332)]","['IDL001', 'IDT002', 'IDT001', 'IDT003']","[True, True, True, True]","[951.0, 23.8, 23.62, 23.06]"
"[datetime.datetime(2020, 12, 10, 14, 58, 30, 549333)]","['IDL001', 'IDT002', 'IDT001', 'IDT003']","[True, True, True, True]","[951.0, 23.8, 23.62, 23.06]"
"[datetime.datetime(2020, 12, 10, 14, 58, 30, 821068)]","['IDL001', 'IDT002', 'IDT001', 'IDT003']","[True, False, False, False]","[1002.0, 23.8, 23.62, 23.06]"
"[datetime.datetime(2020, 12, 10, 14, 58, 30, 868969)]","['IDL001', 'IDT002', 'IDT001', 'IDT003']","[True, True, False, False]","[1002.0, 23.8, 23.62, 23.06]"
"[datetime.datetime(2020, 12, 10, 14, 58, 30, 917166)]","['IDL001', 'IDT002', 'IDT001', 'IDT003']","[True, True, True, False]","[1002.0, 23.8, 23.62, 23.06]"
"[datetime.datetime(2020, 12, 10, 14, 58, 31, 76099)]","['IDL001', 'IDT002', 'IDT001', 'IDT003']","[True, True, True, True]","[1002.0, 23.8, 23.62, 23.06]"
"[datetime.datetime(2020, 12, 10, 14, 58, 31, 331697)]","['IDL001', 'IDT002', 'IDT001', 'IDT003']","[True, True, True, True]","[999.0, 23.8, 23.62, 23.06]"
"[datetime.datetime(2020, 12, 10, 14, 58, 31, 411491)]","['IDL001', 'IDT002', 'IDT001', 'IDT003']","[True, True, True, True]","[999.0, 23.8, 23.62, 23.06]"
"[datetime.datetime(2020, 12, 10, 14, 58, 31, 443504)]","['IDL001', 'IDT002', 'IDT001', 'IDT003']","[True, True, True, True]","[999.0, 23.8, 23.62, 23.06]"
"[datetime.datetime(2020, 12, 10, 14, 58, 31, 619733)]","['IDL001', 'IDT002', 'IDT001', 'IDT003']","[True, True, True, True]","[999.0, 23.8, 23.62, 23.06]"
"[datetime.datetime(2020, 12, 10, 14, 58, 31, 843218)]","['IDL001', 'IDT002', 'IDT001', 'IDT003']","[True, True, True, True]","[947.0, 23.8, 23.62, 23.06]"
"[datetime.datetime(2020, 12, 10, 14, 58, 31, 923074)]","['IDL001', 'IDT002', 'IDT001', 'IDT003']","[True, True, True, True]","[947.0, 23.8, 23.62, 23.06]"
"[datetime.datetime(2020, 12, 10, 14, 58, 31, 938841)]","['IDL001', 'IDT002', 'IDT001', 'IDT003']","[True, True, True, True]","[947.0, 23.8, 23.62, 23.06]"
"[datetime.datetime(2020, 12, 10, 14, 58, 32, 130738)]","['IDL001', 'IDT002', 'IDT001', 'IDT003']","[True, True, True, True]","[947.0, 23.8, 23.62, 23.06]"
"[datetime.datetime(2020, 12, 10, 14, 58, 32, 354322)]","['IDL001', 'IDT002', 'IDT001', 'IDT003']","[True, True, True, True]","[933.0, 23.8, 23.62, 23.06]"
"[datetime.datetime(2020, 12, 10, 14, 58, 32, 418407)]","['IDL001', 'IDT002', 'IDT001', 'IDT003']","[True, True, True, True]","[933.0, 23.8, 23.62, 23.06]"
"[datetime.datetime(2020, 12, 10, 14, 58, 32, 450142)]","['IDL001', 'IDT002', 'IDT001', 'IDT003']","[True, True, True, True]","[933.0, 23.8, 23.62, 23.06]"
"[datetime.datetime(2020, 12, 10, 14, 58, 32, 658087)]","['IDL001', 'IDT002', 'IDT001', 'IDT003']","[True, True, True, True]","[933.0, 23.8, 23.62, 23.06]"
"[datetime.datetime(2020, 12, 10, 14, 58, 32, 865798)]","['IDL001', 'IDT002', 'IDT001', 'IDT003']","[True, True, True, True]","[926.0, 23.8, 23.62, 23.06]"
"[datetime.datetime(2020, 12, 10, 14, 58, 32, 929768)]","['IDL001', 'IDT002', 'IDT001', 'IDT003']","[True, True, True, True]","[926.0, 23.8, 23.62, 23.06]"
"[datetime.datetime(2020, 12, 10, 14, 58, 32, 961596)]","['IDL001', 'IDT002', 'IDT001', 'IDT003']","[True, True, True, True]","[926.0, 23.8, 23.62, 23.06]"
"[datetime.datetime(2020, 12, 10, 14, 58, 33, 201868)]","['IDL001', 'IDT002', 'IDT001', 'IDT003']","[True, True, True, True]","[926.0, 23.8, 23.62, 23.06]"
"[datetime.datetime(2020, 12, 10, 14, 58, 33, 361408)]","['IDL001', 'IDT002', 'IDT001', 'IDT003']","[True, True, True, True]","[937.0, 23.8, 23.62, 23.06]"
"[datetime.datetime(2020, 12, 10, 14, 58, 33, 441235)]","['IDL001', 'IDT002', 'IDT001', 'IDT003']","[True, True, True, True]","[937.0, 23.8, 23.62, 23.06]"
"[datetime.datetime(2020, 12, 10, 14, 58, 33, 473181)]","['IDL001', 'IDT002', 'IDT001', 'IDT003']","[True, True, True, True]","[937.0, 23.8, 23.62, 23.06]"
"[datetime.datetime(2020, 12, 10, 14, 58, 33, 761465)]","['IDL001', 'IDT002', 'IDT001', 'IDT003']","[True, True, True, True]","[937.0, 23.8, 23.62, 23.06]"
"[datetime.datetime(2020, 12, 10, 14, 58, 33, 872762)]","['IDL001', 'IDT002', 'IDT001', 'IDT003']","[True, True, True, True]","[934.0, 23.8, 23.62, 23.06]"
"[datetime.datetime(2020, 12, 10, 14, 58, 33, 936722)]","['IDL001', 'IDT002', 'IDT001', 'IDT003']","[True, True, True, True]","[934.0, 23.8, 23.62, 23.06]"
"[datetime.datetime(2020, 12, 10, 14, 58, 33, 984753)]","['IDL001', 'IDT002', 'IDT001', 'IDT003']","[True, True, True, True]","[934.0, 23.8, 23.62, 23.06]"
"[datetime.datetime(2020, 12, 10, 14, 58, 34, 272401)]","['IDL001', 'IDT002', 'IDT001', 'IDT003']","[True, True, True, True]","[934.0, 23.8, 23.62, 23.06]"
"[datetime.datetime(2020, 12, 10, 14, 58, 34, 384010)]","['IDL001', 'IDT002', 'IDT001', 'IDT003']","[True, True, True, True]","[942.0, 23.8, 23.62, 23.06]"
"[datetime.datetime(2020, 12, 10, 14, 58, 34, 447827)]","['IDL001', 'IDT002', 'IDT001', 'IDT003']","[True, True, True, True]","[942.0, 23.8, 23.62, 23.06]"
"[datetime.datetime(2020, 12, 10, 14, 58, 34, 479825)]","['IDL001', 'IDT002', 'IDT001', 'IDT003']","[True, True, True, True]","[942.0, 23.8, 23.62, 23.06]"
"[datetime.datetime(2020, 12, 10, 14, 58, 34, 831389)]","['IDL001', 'IDT002', 'IDT001', 'IDT003']","[True, True, True, True]","[942.0, 23.8, 23.62, 23.06]"
"[datetime.datetime(2020, 12, 10, 14, 58, 34, 895389)]","['IDL001', 'IDT002', 'IDT001', 'IDT003']","[True, True, True, True]","[933.0, 23.8, 23.62, 23.06]"
"[datetime.datetime(2020, 12, 10, 14, 58, 34, 959752)]","['IDL001', 'IDT002', 'IDT001', 'IDT003']","[True, True, True, True]","[933.0, 23.8, 23.62, 23.06]"
"[datetime.datetime(2020, 12, 10, 14, 58, 34, 991250)]","['IDL001', 'IDT002', 'IDT001', 'IDT003']","[True, True, True, True]","[933.0, 23.8, 23.62, 23.06]"
"[datetime.datetime(2020, 12, 10, 14, 58, 35, 375300)]","['IDL001', 'IDT002', 'IDT001', 'IDT003']","[True, True, True, True]","[933.0, 23.8, 23.62, 23.06]"
"[datetime.datetime(2020, 12, 10, 14, 58, 35, 391048)]","['IDL001', 'IDT002', 'IDT001', 'IDT003']","[True, True, True, True]","[927.0, 23.8, 23.62, 23.06]"
"[datetime.datetime(2020, 12, 10, 14, 58, 35, 470879)]","['IDL001', 'IDT002', 'IDT001', 'IDT003']","[True, True, True, True]","[927.0, 23.8, 23.62, 23.06]"
"[datetime.datetime(2020, 12, 10, 14, 58, 35, 502696)]","['IDL001', 'IDT002', 'IDT001', 'IDT003']","[True, True, True, True]","[927.0, 23.8, 23.62, 23.06]"
"[datetime.datetime(2020, 12, 10, 14, 58, 35, 902681)]","['IDL001', 'IDT002', 'IDT001', 'IDT003']","[False, False, False, True]","[927.0, 23.8, 23.62, 23.06]"
"[datetime.datetime(2020, 12, 10, 14, 58, 35, 918229)]","['IDL001', 'IDT002', 'IDT001', 'IDT003']","[True, False, False, True]","[992.0, 23.8, 23.62, 23.06]"
"[datetime.datetime(2020, 12, 10, 14, 58, 35, 982355)]","['IDL001', 'IDT002', 'IDT001', 'IDT003']","[True, True, False, True]","[992.0, 23.8, 23.62, 23.06]"
"[datetime.datetime(2020, 12, 10, 14, 58, 36, 14086)]","['IDL001', 'IDT002', 'IDT001', 'IDT003']","[True, True, True, True]","[992.0, 23.8, 23.62, 23.06]"
"[datetime.datetime(2020, 12, 10, 14, 58, 36, 429881)]","['IDL001', 'IDT002', 'IDT001', 'IDT003']","[True, True, True, True]","[992.0, 23.8, 23.62, 23.06]"
"[datetime.datetime(2020, 12, 10, 14, 58, 36, 445611)]","['IDL001', 'IDT002', 'IDT001', 'IDT003']","[True, True, True, True]","[938.0, 23.8, 23.62, 23.06]"
"[datetime.datetime(2020, 12, 10, 14, 58, 36, 477595)]","['IDL001', 'IDT002', 'IDT001', 'IDT003']","[True, True, True, True]","[938.0, 23.8, 23.62, 23.06]"
"[datetime.datetime(2020, 12, 10, 14, 58, 36, 493591)]","['IDL001', 'IDT002', 'IDT001', 'IDT003']","[True, True, True, True]","[938.0, 23.8, 23.62, 23.06]"
"[datetime.datetime(2020, 12, 10, 14, 58, 36, 526064)]","['IDL001', 'IDT002', 'IDT001', 'IDT003']","[True, True, True, True]","[938.0, 23.8, 23.62, 23.06]"
"[datetime.datetime(2020, 12, 10, 14, 58, 36, 957412)]","['IDL001', 'IDT002', 'IDT001', 'IDT003']","[True, True, True, True]","[939.0, 23.8, 23.62, 23.06]"
"[datetime.datetime(2020, 12, 10, 14, 58, 37, 5082)]","['IDL001', 'IDT002', 'IDT001', 'IDT003']","[True, True, True, True]","[939.0, 23.8, 23.62, 23.06]"
"[datetime.datetime(2020, 12, 10, 14, 58, 37, 20910)]","['IDL001', 'IDT002', 'IDT001', 'IDT003']","[True, True, True, True]","[939.0, 23.8, 23.62, 23.06]"
"[datetime.datetime(2020, 12, 10, 14, 58, 37, 500494)]","['IDL001', 'IDT002', 'IDT001', 'IDT003']","[True, True, True, True]","[928.0, 23.8, 23.62, 23.06]"
"[datetime.datetime(2020, 12, 10, 14, 58, 37, 516901)]","['IDL001', 'IDT002', 'IDT001', 'IDT003']","[True, True, True, True]","[928.0, 23.8, 23.62, 23.06]"
"[datetime.datetime(2020, 12, 10, 14, 58, 37, 532352)]","['IDL001', 'IDT002', 'IDT001', 'IDT003']","[True, True, True, True]","[928.0, 23.8, 23.62, 23.06]"
"[datetime.datetime(2020, 12, 10, 14, 58, 37, 564367)]","['IDL001', 'IDT002', 'IDT001', 'IDT003']","[True, True, True, True]","[928.0, 23.8, 23.62, 23.06]"
"[datetime.datetime(2020, 12, 10, 14, 58, 38, 11847)]","['IDL001', 'IDT002', 'IDT001', 'IDT003']","[True, True, True, True]","[942.0, 23.8, 23.62, 23.06]"
"[datetime.datetime(2020, 12, 10, 14, 58, 38, 43761)]","['IDL001', 'IDT002', 'IDT001', 'IDT003']","[True, True, True, True]","[942.0, 23.8, 23.62, 23.06]"
"[datetime.datetime(2020, 12, 10, 14, 58, 38, 60266)]","['IDL001', 'IDT002', 'IDT001', 'IDT003']","[True, True, True, True]","[942.0, 23.7, 23.62, 23.06]"
"[datetime.datetime(2020, 12, 10, 14, 58, 38, 75658)]","['IDL001', 'IDT002', 'IDT001', 'IDT003']","[True, True, True, True]","[942.0, 23.7, 23.62, 23.06]"
