"[datetime.datetime(2020, 12, 10, 15, 15, 33, 572487)]",['IDT002'],[True],[23.52]
"[datetime.datetime(2020, 12, 10, 15, 15, 34, 83907)]",['IDT002'],[True],[23.52]
"[datetime.datetime(2020, 12, 10, 15, 15, 34, 579101)]",['IDT002'],[True],[23.52]
"[datetime.datetime(2020, 12, 10, 15, 15, 35, 90198)]",['IDT002'],[True],[23.52]
"[datetime.datetime(2020, 12, 10, 15, 15, 35, 601514)]",['IDT002'],[True],[23.52]
"[datetime.datetime(2020, 12, 10, 15, 15, 36, 96611)]",['IDT002'],[True],[23.52]
"[datetime.datetime(2020, 12, 10, 15, 15, 36, 607833)]",['IDT002'],[True],[23.52]
"[datetime.datetime(2020, 12, 10, 15, 15, 37, 119058)]",['IDT002'],[True],[23.52]
"[datetime.datetime(2020, 12, 10, 15, 15, 37, 614145)]",['IDT002'],[True],[23.52]
"[datetime.datetime(2020, 12, 10, 15, 15, 38, 125058)]",['IDT002'],[True],[23.52]
"[datetime.datetime(2020, 12, 10, 15, 15, 38, 636256)]",['IDT002'],[True],[23.52]
"[datetime.datetime(2020, 12, 10, 15, 15, 39, 147269)]",['IDT002'],[True],[23.52]
"[datetime.datetime(2020, 12, 10, 15, 15, 39, 642616)]",['IDT002'],[True],[23.52]
"[datetime.datetime(2020, 12, 10, 15, 15, 40, 153739)]",['IDT002'],[True],[23.52]
"[datetime.datetime(2020, 12, 10, 15, 15, 40, 665149)]",['IDT002'],[True],[23.52]
"[datetime.datetime(2020, 12, 10, 15, 15, 41, 160164)]",['IDT002'],[True],[23.52]
"[datetime.datetime(2020, 12, 10, 15, 15, 41, 671440)]",['IDT002'],[True],[23.52]
"[datetime.datetime(2020, 12, 10, 15, 15, 42, 182688)]",['IDT002'],[True],[23.52]
"[datetime.datetime(2020, 12, 10, 15, 15, 42, 693795)]",['IDT002'],[True],[23.52]
"[datetime.datetime(2020, 12, 10, 15, 15, 43, 189437)]",['IDT002'],[True],[23.52]
"[datetime.datetime(2020, 12, 10, 15, 15, 43, 700468)]",['IDT002'],[True],[23.52]
"[datetime.datetime(2020, 12, 10, 15, 15, 44, 211764)]",['IDT002'],[True],[23.52]
"[datetime.datetime(2020, 12, 10, 15, 15, 44, 707304)]",['IDT002'],[True],[23.52]
"[datetime.datetime(2020, 12, 10, 15, 15, 45, 217905)]",['IDT002'],[True],[23.52]
"[datetime.datetime(2020, 12, 10, 15, 15, 45, 729391)]",['IDT002'],[True],[23.52]
"[datetime.datetime(2020, 12, 10, 15, 15, 46, 240327)]",['IDT002'],[True],[23.52]
"[datetime.datetime(2020, 12, 10, 15, 15, 46, 735831)]",['IDT002'],[True],[23.52]
"[datetime.datetime(2020, 12, 10, 15, 15, 47, 247443)]",['IDT002'],[True],[23.52]
"[datetime.datetime(2020, 12, 10, 15, 15, 47, 759581)]",['IDT002'],[True],[23.52]
"[datetime.datetime(2020, 12, 10, 15, 15, 48, 253304)]",['IDT002'],[True],[23.52]
"[datetime.datetime(2020, 12, 10, 15, 15, 48, 764686)]",['IDT002'],[True],[23.52]
"[datetime.datetime(2020, 12, 10, 15, 15, 49, 276012)]",['IDT002'],[True],[23.52]
"[datetime.datetime(2020, 12, 10, 15, 15, 49, 771213)]",['IDT002'],[True],[23.52]
"[datetime.datetime(2020, 12, 10, 15, 15, 50, 282017)]",['IDT002'],[True],[23.52]
"[datetime.datetime(2020, 12, 10, 15, 15, 50, 793854)]",['IDT002'],[True],[23.52]
"[datetime.datetime(2020, 12, 10, 15, 15, 51, 288824)]",['IDT002'],[True],[23.52]
"[datetime.datetime(2020, 12, 10, 15, 15, 51, 799674)]",['IDT002'],[True],[23.52]
"[datetime.datetime(2020, 12, 10, 15, 15, 52, 311014)]",['IDT002'],[True],[23.52]
"[datetime.datetime(2020, 12, 10, 15, 15, 52, 821992)]",['IDT002'],[True],[23.52]
"[datetime.datetime(2020, 12, 10, 15, 15, 53, 317940)]",['IDT002'],[True],[23.52]
"[datetime.datetime(2020, 12, 10, 15, 15, 53, 828394)]",['IDT002'],[True],[23.52]
"[datetime.datetime(2020, 12, 10, 15, 15, 54, 339754)]",['IDT002'],[True],[23.52]
"[datetime.datetime(2020, 12, 10, 15, 15, 54, 835730)]",['IDT002'],[True],[23.61]
"[datetime.datetime(2020, 12, 10, 15, 15, 55, 346127)]",['IDT002'],[True],[23.52]
