2020-12-06 20:42:35.664381,990.0
2020-12-06 20:44:00.203646,977.0
2020-12-06 20:44:00.746901,846.0
2020-12-06 20:44:04.006352,898.0
2020-12-06 20:44:06.067117,977.0
2020-12-06 20:44:07.472900,903.0
2020-12-06 20:44:27.525902,982.0
2020-12-06 20:45:55.595901,919.0
2020-12-06 20:45:59.702092,968.0
2020-12-06 20:46:00.228984,824.0
2020-12-06 20:46:00.772374,988.0
2020-12-06 20:46:01.315664,833.0
2020-12-06 20:46:03.456478,952.0
2020-12-06 20:46:04.542854,953.0
2020-12-06 20:46:05.597891,946.0
2020-12-06 20:46:06.109213,940.0
2020-12-06 20:46:06.652595,920.0
2020-12-06 20:46:07.179772,934.0
2020-12-06 20:46:07.723072,912.0
2020-12-06 20:46:08.266299,938.0
2020-12-06 20:46:08.793685,894.0
2020-12-06 20:46:09.336809,859.0
2020-12-06 20:46:09.879692,954.0
2020-12-06 20:46:10.391331,991.0
2020-12-06 20:46:10.918450,957.0
2020-12-06 20:46:11.445886,961.0
2020-12-06 20:46:11.989000,966.0
2020-12-06 20:46:13.043912,940.0
2020-12-06 20:46:14.114357,980.0
2020-12-06 20:46:15.712106,952.0
2020-12-06 20:46:16.271268,967.0
2020-12-06 20:46:16.862295,919.0
2020-12-06 20:46:17.325763,972.0
2020-12-06 20:46:17.868680,928.0
2020-12-06 20:46:18.396730,964.0
2020-12-06 20:46:18.939446,941.0
2020-12-06 20:46:19.498337,922.0
2020-12-06 20:46:20.025829,979.0
2020-12-06 20:46:20.553209,941.0
2020-12-06 20:46:21.096350,936.0
2020-12-06 20:46:21.144559,936.0
2020-12-06 20:46:21.639869,989.0
2020-12-06 20:46:22.166969,919.0
2020-12-06 20:46:22.710352,976.0
2020-12-06 20:46:23.237666,918.0
2020-12-06 20:46:23.780964,926.0
2020-12-06 20:46:24.324088,950.0
2020-12-06 20:46:24.851819,924.0
2020-12-06 20:46:25.410527,983.0
2020-12-06 20:46:25.938175,923.0
2020-12-06 20:46:26.465301,935.0
2020-12-06 20:46:27.008725,964.0
2020-12-06 20:46:28.094944,916.0
2020-12-06 20:46:28.142953,916.0
2020-12-06 20:46:28.638296,970.0
2020-12-06 20:46:29.708413,956.0
2020-12-06 20:46:30.779272,940.0
2020-12-06 20:46:31.322591,946.0
2020-12-06 20:46:31.850194,965.0
2020-12-06 20:46:32.393275,945.0
2020-12-06 20:46:32.936431,969.0
2020-12-06 20:46:34.550508,914.0
2020-12-06 20:46:35.077864,1001.0
2020-12-06 20:46:37.234706,946.0
2020-12-06 20:46:37.761909,985.0
2020-12-06 20:46:38.305155,949.0
2020-12-06 20:46:38.848534,925.0
2020-12-06 20:46:39.391434,950.0
2020-12-06 20:46:39.950421,924.0
2020-12-06 20:46:40.462087,950.0
2020-12-06 20:46:40.989627,913.0
2020-12-06 20:46:41.037269,913.0
2020-12-06 20:46:41.548616,977.0
2020-12-06 20:46:42.075931,919.0
2020-12-06 20:46:42.603196,950.0
2020-12-06 20:46:43.146193,952.0
2020-12-06 20:46:43.689698,951.0
2020-12-06 20:46:44.217011,950.0
2020-12-06 20:46:44.760327,920.0
